,trackName,artistName,count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
1573,If I Could Dance,Quinn Lewis,11,0.592,0.483,7.0,-7.152,1.0,0.0365,0.408,0.0,0.112,0.358,66.812,6Xz2Sxq7Cf0sHOFZYXzeYJ,159383.0,3.0
416,Breakeven,The Script,11,0.63,0.696,10.0,-4.501,1.0,0.0242,0.144,0.0,0.0835,0.491,94.034,285hMzLhJwHVLe9QT9qilk,261427.0,4.0
2456,Pass Me By,Peter Fenn,8,0.589,0.324,5.0,-10.896,1.0,0.0479,0.608,3.6e-05,0.113,0.606,95.129,58Ns9PCAUQW5hlq0MtVYMF,136421.0,4.0
168,Alright,Gracie Abrams,11,0.584,0.199,0.0,-12.263,0.0,0.039,0.964,0.000108,0.114,0.353,196.603,1wXqbn4OVaYBOhgj7Z4did,144485.0,3.0
1973,Luck,Appleby,3,0.635,0.13,3.0,-18.35,1.0,0.0311,0.84,0.259,0.12,0.293,100.0,3SBWvEd2AXOsXjqN61K3fz,139625.0,4.0
1233,Haunt You,Haley Joelle,23,0.556,0.456,1.0,-5.913,1.0,0.0327,0.804,1.46e-06,0.165,0.503,86.034,7gGL98JRDErLSy6q1NS6Z0,166105.0,4.0
2527,Points of View,Abandoning Sunday,1,0.425,0.117,4.0,-17.921,1.0,0.0375,0.903,1.23e-05,0.107,0.192,139.813,2uuh0F28HlUlZyaYvfpyg0,241285.0,4.0
141,All Too Well (Taylor's Version),Taylor Swift,3,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,5enxwA8aAbwZbf5qCHORXi,613027.0,4.0
3623,Wonder,Honeywater,3,0.493,0.215,2.0,-10.004,1.0,0.032,0.673,2.85e-06,0.105,0.195,129.583,61n5zGqotx4iTeMm6lH1Mh,295323.0,4.0
1521,I know it won't work,Gracie Abrams,12,0.656,0.584,5.0,-8.959,0.0,0.0524,0.544,5.51e-05,0.13,0.445,119.871,33uKUpu9ZXsHhcxRLoxnWI,245629.0,4.0
590,Colorado,carobae,10,0.575,0.208,7.0,-10.668,1.0,0.0298,0.748,0.0,0.1,0.769,87.967,6se8YnxjuzY2X01luHga9X,117333.0,4.0
2206,Never Stop Loving You,Rictor,5,0.425,0.24,4.0,-18.002,1.0,0.0343,0.937,0.229,0.108,0.367,84.261,2Bo0KWUV7HZcZzvRm9qfH0,217559.0,4.0
3374,Universe,Annika Bennett,20,0.463,0.296,4.0,-8.722,1.0,0.0309,0.917,0.0,0.102,0.311,111.177,7diHYiQh4qQ5ZEOV0zWeLD,235557.0,3.0
964,Feels Like,Gracie Abrams,20,0.617,0.483,11.0,-7.359,1.0,0.0458,0.702,0.000216,0.121,0.176,144.99,35IcAVSMsU9qzHfpPbvC8A,152318.0,4.0
2697,Safe And Sound,Capital Cities,6,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790.0,5.0
377,Blue Spirits,DWLLRS,3,0.657,0.657,9.0,-5.707,1.0,0.0478,0.64,0.0,0.287,0.375,130.002,4Z3Mmn6cIeuKprHQyyAbXQ,188308.0,4.0
213,Are You Listening,Chelsea Cutler,1,0.761,0.539,2.0,-6.128,1.0,0.0576,0.161,0.000731,0.151,0.588,90.013,1FknyJasNZQAgPPIzKNw02,172813.0,4.0
2255,Nobody,Bess Atwell,3,0.613,0.105,9.0,-13.413,0.0,0.0353,0.949,1.04e-05,0.113,0.235,128.524,5Es0cNDn3i2P03BWcAs7v9,148040.0,4.0
2306,OK,Canyon City,8,0.489,0.183,0.0,-14.769,1.0,0.033,0.907,3.95e-05,0.106,0.486,79.961,2gBYjMXW65daBB1elr68JK,212400.0,4.0
4215,this is how you fall in love,Jeremy Zucker,44,0.441,0.202,7.0,-12.499,1.0,0.0381,0.732,2.6e-05,0.126,0.269,77.971,1aEsTgCsv8nOjEgyEoRCpS,174587.0,4.0
2179,Nail In The Coffin,Rosie Darling,4,0.526,0.359,1.0,-8.332,1.0,0.0262,0.487,0.0,0.092,0.406,86.762,3BxRbDLMu7dVXCgVuhYzDI,225987.0,4.0
1151,Good as Gold,Greyson Chance,19,0.48,0.587,2.0,-6.155,1.0,0.0351,0.302,0.0,0.104,0.236,84.846,7sxiJ4a8uROYMvhkgGbQcK,205747.0,4.0
1843,Like You Did Before,Chris Sigl,14,0.564,0.235,4.0,-17.605,0.0,0.0656,0.968,0.000268,0.0964,0.106,135.751,29iLMgr1DO46NJJvSZrNsW,199403.0,4.0
351,Black Converse,LOVA,13,0.775,0.41,3.0,-7.481,1.0,0.0464,0.724,2.62e-05,0.114,0.298,117.165,7axPmEf1nwosqBDVoMugvD,186733.0,4.0
116,Align,Nina Nesbitt,1,0.566,0.321,2.0,-8.456,1.0,0.028,0.48,0.0,0.0846,0.193,108.005,4recY65yweLVdYXXFpyvLD,238107.0,4.0
4163,somebody loves you,Jeremy Zucker,1,0.745,0.57,7.0,-7.748,1.0,0.188,0.323,4.02e-05,0.119,0.709,95.012,5bP2w6Jfk5L44Mf2vqxhAl,206587.0,4.0
3675,You Belong With Me (Taylor’s Version),Taylor Swift,11,0.632,0.773,6.0,-4.856,1.0,0.0346,0.0623,0.0,0.0885,0.474,130.033,1qrpoAMXodY6895hGKoUpA,231124.0,4.0
1699,July (feat. Leon Bridges),Noah Cyrus,30,0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,3V0nnQhqvbE3JmiDdnzQFQ,152280.0,4.0
698,Dear Future Me,Little King,3,0.647,0.591,5.0,-6.605,1.0,0.026,0.255,0.00629,0.118,0.754,91.554,3Fa4VIrk956ZRWSR43gjRd,240651.0,4.0
1080,Gaol,Nina Nesbitt,8,0.443,0.345,8.0,-12.833,1.0,0.0618,0.811,5.72e-05,0.15,0.331,57.969,45N2n2ZSVfICk1kvsuUIkn,69840.0,5.0
2342,Olive Branch,Sophie Holohan,3,0.348,0.421,3.0,-7.596,1.0,0.032,0.781,3.11e-06,0.243,0.238,158.55,3pVzShxGXrhPMN1KyN1Dkf,255915.0,3.0
3135,The Best You Had,Nina Nesbitt,37,0.69,0.582,5.0,-6.259,0.0,0.0333,0.358,0.0,0.0776,0.448,122.02,3i0VfLdOUCks9DmAht65XI,176853.0,4.0
2853,Slow Motion,Charlotte Lawrence,2,0.665,0.61,0.0,-7.655,0.0,0.0436,0.423,0.0,0.127,0.473,127.971,30I7kdtPa1Nmun5I5bns7Q,183850.0,4.0
1194,Half a Heart,One Direction,2,0.515,0.714,0.0,-4.516,1.0,0.0348,0.286,0.0,0.118,0.495,155.954,6nIE1oCE4udqMGv3bqVNVb,188547.0,4.0
4127,reckless driving,Lizzy McAlpine,23,0.532,0.39,0.0,-10.495,1.0,0.234,0.684,0.0,0.184,0.431,199.956,5GpEHUNI0T7L7H3DnAaBXh,189247.0,4.0
3242,They Just Exist,Gatton,18,0.528,0.394,11.0,-10.402,1.0,0.0582,0.799,0.0,0.354,0.231,134.309,4l11LJwxT4t80GbBwFlUPt,176299.0,4.0
2373,Only a Matter of Time,Joshua Bassett,1,0.504,0.271,7.0,-9.988,1.0,0.0305,0.883,0.0,0.122,0.45,83.973,6QpPVC3iLIlWuYsm5kwIke,194093.0,5.0
1757,La Reyna,Penny and Sparrow,5,0.45,0.28,7.0,-12.637,1.0,0.0279,0.792,0.00043,0.136,0.177,98.571,5CZJiCR6hh4yiJ5Qzui4W0,229773.0,5.0
1063,Frisky,Dominic Fike,3,0.847,0.487,9.0,-5.519,1.0,0.047,0.211,0.0,0.0761,0.811,97.018,3my33XXLpYUzVEeLOyftV2,115618.0,4.0
1502,I Was In Heaven,Chelsea Cutler,14,0.329,0.307,5.0,-10.628,1.0,0.0296,0.783,1.67e-05,0.115,0.179,79.278,5lvGoKl7dbjEXIi1E0tfL8,256000.0,4.0
3315,Too Much I Miss You,Chelsea Cutler,1,0.396,0.356,2.0,-10.632,1.0,0.0971,0.693,2.52e-06,0.645,0.218,91.372,7bAUg0xKX0t0LnLzSrX71l,190453.0,4.0
70,A Little Bit Longer,Alec Wigdahl,2,0.683,0.372,7.0,-7.297,1.0,0.0489,0.874,0.0,0.0814,0.378,105.169,40gFt0gW3CNWcy6ZkApWU2,182286.0,4.0
550,Cinematic,Katelyn Tarver,3,0.613,0.475,9.0,-13.171,1.0,0.0363,0.635,0.000305,0.17,0.276,90.973,3KnPwyCRehZSSQvuR6R6c0,154133.0,4.0
3767,at least i'm pretty,Harriette,3,0.86,0.422,1.0,-9.785,1.0,0.0296,0.541,0.00449,0.139,0.523,99.958,69BSm4vFLLo4L8nUulybMc,106800.0,4.0
2021,Maniac,Gatlin,3,0.649,0.443,0.0,-10.076,0.0,0.0277,0.722,0.000407,0.0748,0.572,115.019,0KXQgaHVlOW3GRDLPPsz8a,254064.0,4.0
433,Brooklyn - Stripped,Emily James,4,0.504,0.196,10.0,-12.429,1.0,0.0408,0.96,1.4e-05,0.109,0.319,179.854,3goLem0sEOQmKk29FWYx6q,171560.0,4.0
2015,Mama Said,The Shirelles,1,0.701,0.322,1.0,-12.103,0.0,0.0685,0.57,0.0,0.114,0.84,140.907,1SN5fcUZyWFktGbEoHdHOm,124502.0,4.0
1829,Lights,Rosie H Sullivan,5,0.406,0.132,11.0,-14.3,0.0,0.031,0.924,0.00133,0.111,0.19,135.692,0bXu0KtV5LaKSQOdBjgQFj,223935.0,3.0
1663,It's Always Been You,Caleb Hearn,1,0.562,0.29,10.0,-8.733,1.0,0.0289,0.599,0.0,0.116,0.207,131.892,440H25G5ApUQu9YIRnGh6L,169948.0,4.0
2655,Rome,Dermot Kennedy,9,0.485,0.541,8.0,-5.596,1.0,0.0481,0.506,0.0,0.113,0.13,103.006,2ZwihAP8zB5XX1CmYIOBbF,202347.0,4.0
2738,Seahorses Of Old Mexico,Merle Haggard,1,0.437,0.268,6.0,-16.676,0.0,0.0605,0.746,0.000243,0.0879,0.702,178.247,0q7au3GY4BJHIhxFbKs5lG,215760.0,3.0
1571,If I Can't Have You,Shawn Mendes,1,0.691,0.823,2.0,-4.197,1.0,0.0623,0.487,0.0,0.134,0.87,123.935,2bT1PH7Cw3J9p3t7nlXCdh,191467.0,4.0
2705,Same Boat,Lizzy McAlpine,34,0.47,0.148,2.0,-11.915,1.0,0.0459,0.927,0.0,0.0989,0.273,94.585,4PCsSHOvnIXh2TBdEzb0pr,202800.0,4.0
3776,better off,Jeremy Zucker,46,0.708,0.322,8.0,-12.46,0.0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,7bdYxWPCs46dQ0XLwySOyv,193947.0,4.0
734,Die Young,Kesha,2,0.711,0.7,1.0,-4.805,0.0,0.046,0.00498,0.000125,0.215,0.801,128.001,7EQGXaVSyEDsCWKmUcfpLk,211920.0,4.0
301,Begging for More,Rebecca Bangfield,3,0.591,0.339,0.0,-12.724,1.0,0.027,0.797,5.51e-06,0.247,0.317,85.052,3kFQESQLmkKJMT2qktDUo2,210882.0,4.0
2774,Shameful Company - Live from Athens Georgia,Rainbow Kitten Surprise,1,0.603,0.655,5.0,-8.51,1.0,0.043,0.305,0.0001,0.693,0.206,127.053,7Ch7sZWaUQh7xFNyQbvGKG,237629.0,4.0
121,All Good,Garrett Kato,2,0.492,0.159,0.0,-14.192,1.0,0.0408,0.901,1.85e-06,0.111,0.11,134.006,7cQTqFHqB1MXYYHE5qFEUC,211133.0,4.0
2506,Place We Were Made,Maisie Peters,21,0.36,0.351,0.0,-9.105,1.0,0.0392,0.812,0.0,0.172,0.321,180.053,7nZF59EvFUshBQfhHev64D,185274.0,3.0
2442,Paper Planes,Elina,55,0.529,0.351,1.0,-12.484,1.0,0.0368,0.543,0.0,0.0851,0.529,147.815,5GzgEC6pWf1USZsCtkG8yC,199981.0,4.0
1630,Infinitely Falling,Fly By Midnight,1,0.6,0.842,9.0,-6.876,1.0,0.0326,0.133,0.00404,0.115,0.49,107.014,7KWf7gZ05NciRE6SXZveds,163738.0,4.0
2783,She Will Be Loved - Radio Mix,Maroon 5,6,0.651,0.663,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0,4llK75pXNWZz6KAho2Gp16,259453.0,4.0
1934,Love Me Nicely,Avery Lynch,7,0.407,0.271,6.0,-13.426,1.0,0.123,0.893,0.0,0.292,0.211,78.74,6a5ymtZWkqTX092YskNQE0,228750.0,3.0
2330,Old Love - Acoustic,Tamzene,4,0.6,0.238,6.0,-8.997,1.0,0.0473,0.915,1.26e-05,0.11,0.338,131.45,0MojfKeuvsmvVN8QwnqhoD,212133.0,4.0
1620,In Your Circle,Aaron Percy,5,0.411,0.218,2.0,-14.581,1.0,0.0382,0.907,0.00435,0.27,0.439,92.008,6GZ4zopCYkUyRW2uMMXwE3,159693.0,4.0
4149,self sabotage,Lexi Jayde,1,0.585,0.506,2.0,-7.009,1.0,0.0459,0.64,6.68e-05,0.141,0.239,135.942,1B7WWtKiz2LU85t9tL8x5v,220153.0,4.0
3924,hate to be lame,Lizzy McAlpine,65,0.522,0.251,10.0,-12.626,0.0,0.0603,0.871,0.000258,0.0769,0.303,137.366,26MJjeJ0NSOQDKeZzrEFMl,156798.0,3.0
922,Fall Again,Olivia Dean,6,0.548,0.176,3.0,-12.465,1.0,0.0409,0.931,2e-05,0.121,0.207,69.836,5zj2SeupnlWgrRnyMJOwT2,171000.0,4.0
296,Bees,The Ballroom Thieves,12,0.52,0.136,0.0,-15.263,1.0,0.0351,0.774,0.0,0.139,0.428,101.552,13otFWMHR8dlJ73XnSEW8y,190120.0,4.0
455,Butterfly Rain,Tori Templet,22,0.836,0.188,7.0,-15.119,0.0,0.149,0.242,2.85e-05,0.136,0.308,146.0,1CTgM4cDCcxdHvSG84Xnbl,223582.0,4.0
81,A Quiet Way,Winnie Raeder,2,0.336,0.173,3.0,-13.263,1.0,0.0424,0.938,1.11e-05,0.0706,0.202,152.761,35dZuhNkHfxdSVICQvsygq,185880.0,5.0
418,Breathe,Brynn Elliott,1,0.541,0.271,5.0,-10.108,1.0,0.0362,0.84,4.21e-06,0.103,0.261,114.406,0x1TV5GIh3Bb1uOHGM8CPV,137984.0,5.0
2961,Steady Love,Evergreen,8,0.599,0.457,11.0,-12.457,0.0,0.0364,0.422,0.0232,0.076,0.21,136.016,1edyR651JIWLDCN0G75t3n,279598.0,4.0
306,Being Alone,Gatlin,3,0.632,0.566,2.0,-5.951,1.0,0.0304,0.535,0.000267,0.534,0.584,120.932,5QHskkvQPK7q2bVe1koikF,211613.0,3.0
3726,Zach's Ballad,Peter Manos,3,0.676,0.17,9.0,-13.2,1.0,0.0335,0.911,0.000242,0.119,0.285,110.008,1dBdrCDwt8Fxheqzb8xXDt,168974.0,3.0
106,Afterglow,Portair,1,0.348,0.268,4.0,-11.705,0.0,0.034,0.761,0.00334,0.112,0.124,145.221,4xRDWaPf1AuMJo9sytQU0w,190741.0,4.0
3583,Wii Date,City Girl,2,0.774,0.468,8.0,-10.217,1.0,0.303,0.236,1.67e-06,0.157,0.59,154.976,2bM3ptRxLbPQngcYwKGDfI,178065.0,4.0
1210,Happier,Ed Sheeran,1,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,2RttW7RAu5nOAfq6YFvApB,207520.0,4.0
565,Close to Her,Isa Bruder,3,0.456,0.282,0.0,-12.507,1.0,0.0273,0.318,0.0,0.18,0.171,103.337,4KUO26nElAxfXzVeXICCrM,187826.0,3.0
2719,Save Us,Lennon Stella,3,0.652,0.799,2.0,-6.408,1.0,0.0339,0.0632,0.0565,0.0823,0.733,89.98,45KIvymezcVSStboODBQWX,181160.0,4.0
3816,champagne problems,Taylor Swift,13,0.462,0.24,0.0,-12.077,1.0,0.0377,0.92,0.0,0.113,0.32,171.319,0sY6ZUTh4yoctD8VIXz339,244000.0,4.0
3222,The Way I Love You,Michal Leah,1,0.66,0.261,4.0,-9.362,1.0,0.0403,0.904,0.0,0.101,0.298,120.258,1lzvc17qKf2CyIOSWUEH4p,152703.0,3.0
1212,Happily Ever After,He Is We,1,0.569,0.706,4.0,-4.98,1.0,0.0265,0.0267,0.0,0.0947,0.375,100.074,0uAZ41yDTN1nrL60GANOz1,244187.0,4.0
812,Drove To The Ocean,Paget,2,0.667,0.305,1.0,-13.281,1.0,0.0323,0.122,0.163,0.124,0.266,115.021,6cjD5GgWYIPeQ7DwcaIHpr,176000.0,4.0
3293,Tin Lover,The Paper Kites,8,0.651,0.0324,1.0,-22.56,1.0,0.0333,0.961,0.792,0.101,0.101,89.994,0oODAuxcJ94qCEYMgsCti4,199653.0,3.0
3541,When You're Gone,Lex,8,0.662,0.238,6.0,-15.667,1.0,0.0423,0.815,5.86e-06,0.113,0.464,133.016,2437fSloMfgI3lzkcaAvdz,191617.0,4.0
4270,what if we met on the moon?,DeCC,3,0.654,0.111,9.0,-21.017,0.0,0.0621,0.87,0.0,0.0832,0.381,99.955,6kdmQGG9E5e5IM7tUbiULI,200481.0,4.0
1718,Just Wanna Be Your Friend,Ben Kessler,17,0.444,0.426,8.0,-9.258,0.0,0.0794,0.153,0.000721,0.628,0.457,72.283,6rE0bgIYJlr1d24ZWYq1YF,147741.0,5.0
1559,I'm with You,Vance Joy,22,0.549,0.338,7.0,-10.956,1.0,0.0424,0.803,0.0,0.356,0.456,114.755,0ng6gfC9IsDWL0WU95WGrr,280062.0,3.0
3398,Vanilla (Stairwell Version),Holly Humberstone,9,0.396,0.276,0.0,-9.238,1.0,0.0749,0.881,0.0,0.155,0.394,80.573,7yuecadXy2rAgc6Id2D6Qw,246071.0,4.0
1449,I Just Really Hope You Exist,Cassie McMillan,1,0.419,0.166,8.0,-15.366,1.0,0.0339,0.979,0.0386,0.126,0.463,85.449,2OQZO8BHs1tsY3Jy9Lx8A4,219845.0,4.0
4020,justacow (demo3),Joe P,2,0.584,0.473,3.0,-13.62,1.0,0.0386,0.962,0.127,0.112,0.647,172.052,3pu3adQSvMEtDsROAlYQJT,184304.0,4.0
3294,Tired,Anke Richards,3,0.654,0.327,10.0,-12.52,0.0,0.0885,0.794,4.52e-06,0.458,0.327,99.389,1zXmt0xvYSLy7iacRYYgMl,147588.0,4.0
3307,Tobacco In My Sheets,Lauren Aquilina,2,0.524,0.207,9.0,-9.714,1.0,0.0435,0.656,0.0,0.342,0.276,112.952,4p6IFaIofYYRHrJlLq8MyY,201653.0,3.0
474,Call It a Night,Mills,1,0.428,0.424,2.0,-10.62,1.0,0.0774,0.667,0.0,0.149,0.466,97.828,7vBhJEqkJFbVmYJsJGA2Vo,185419.0,5.0
3923,happy for you,Jasmine Thompson,7,0.462,0.338,3.0,-8.788,1.0,0.045,0.824,0.0,0.129,0.416,139.845,27KDaaYxMJgJcyixSP7oHO,165990.0,4.0
2101,Molly,Jordy Searcy,3,0.754,0.299,3.0,-12.094,1.0,0.0864,0.935,0.0128,0.11,0.749,100.502,3rbcS4sYF7L86YGajPqJwR,184000.0,4.0
3633,Worst of You,Maisie Peters,35,0.741,0.466,4.0,-7.258,1.0,0.0357,0.558,0.0,0.0583,0.351,102.058,54iSfkh69fxhnSNrgvTEBp,197369.0,4.0
1362,How Can You Not,Leanna Crawford,2,0.531,0.622,7.0,-4.737,1.0,0.0424,0.0607,0.0,0.131,0.263,145.951,0covwa001dCZVFNB2Jz2tt,192862.0,4.0
1638,Into Yellow - Piano Version,Martin Luke Brown,1,0.518,0.121,3.0,-11.918,1.0,0.04,0.981,0.00023,0.097,0.15,72.454,2Fsxwsf8LrPuH30F2qpEbU,164000.0,4.0
48,4 + 20,"Crosby, Stills, Nash & Young",1,0.638,0.058,4.0,-25.243,1.0,0.0388,0.928,0.079,0.113,0.126,140.964,2jZPEeW2ynykb2GkVqpOkJ,126640.0,4.0
409,Brave Face,Haley Joelle,17,0.484,0.136,11.0,-10.578,1.0,0.0327,0.889,0.0,0.134,0.3,90.205,4yB1s08jEfpRMb0K07qCE9,198167.0,4.0
2727,Say Love,James TW,9,0.753,0.451,1.0,-7.638,1.0,0.0561,0.114,1.09e-06,0.369,0.542,84.01,49PVaqTTK6qn8Ku5BIR8Gt,221387.0,4.0
1889,Look Back & Laugh,David Kushner,13,0.546,0.332,2.0,-10.334,1.0,0.0582,0.611,0.000385,0.123,0.211,74.938,6e0Gfl49FN9m2c8QaB9vFr,164187.0,4.0
1266,Hearts on Fire,Jessie Reid,5,0.371,0.35,5.0,-10.279,1.0,0.0315,0.852,9.64e-06,0.101,0.358,170.712,5rF4khMrrwHgEjCLC6sB1f,219811.0,3.0
1387,Hurt Again,Jillian Rossi,3,0.638,0.564,9.0,-5.876,1.0,0.0374,0.123,2.97e-06,0.0811,0.109,96.08,3gdiyrJ3d1FGnYnCrVKwph,126562.0,4.0
2924,Spaceship (Bonus Track),shy martin,9,0.714,0.298,2.0,-11.524,1.0,0.0468,0.694,0.0,0.121,0.141,127.006,5VR6tKa3ltD0FkWBVqL3Pf,174629.0,4.0
3302,To Love Someone Else,Avery Lynch,15,0.482,0.273,1.0,-10.647,1.0,0.0384,0.89,3.18e-06,0.212,0.382,93.488,65Kezr8WVnLCgApyyI2ChT,224681.0,4.0
3503,What They'll Say About Us,FINNEAS,23,0.538,0.318,7.0,-13.036,0.0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,4W1gUkq2TAOOFCBet3i3WR,181210.0,4.0
3486,What Can I Do,Reneé Rapp,2,0.755,0.217,0.0,-11.118,1.0,0.0405,0.905,9.62e-06,0.0885,0.222,121.12,3H5Bg4ij1nbEmMmzDnZYri,167689.0,4.0
2066,Megan’s Song,Sophie Holohan,8,0.511,0.266,4.0,-8.345,1.0,0.0291,0.864,0.0,0.142,0.187,54.001,71eVKx9MDUBpGChmV98Hiu,190620.0,4.0
226,Asking the Aspens,Kathleen,24,0.62,0.297,3.0,-10.292,1.0,0.0327,0.72,0.0,0.0709,0.252,132.05,3XcRFpPw0yA8uQFrfjYOU0,169004.0,4.0
2345,Omni,The Brilliance,3,0.418,0.435,10.0,-8.149,1.0,0.0267,0.11,0.00795,0.353,0.58,175.895,6rf2Zm1GyzttYAL5rvxyji,109200.0,4.0
1861,Live Cinema,Ellie Williams,30,0.637,0.267,5.0,-12.409,1.0,0.0475,0.939,4.79e-06,0.0831,0.507,100.957,70MUqzw4xr1y07vB1E4yVt,141980.0,4.0
3858,do you wanna leave this city ?,Lexie Carroll,5,0.562,0.571,0.0,-10.5,1.0,0.0379,0.657,0.00226,0.174,0.538,77.984,1AblLvFc4zexceBF535Sct,199053.0,4.0
1488,I Should’ve Danced More,Elina,12,0.456,0.393,5.0,-6.436,1.0,0.0292,0.65,2.42e-06,0.111,0.282,95.566,7vCZ1vLPbbTG42dPHg0PC9,201027.0,4.0
559,Clocks,Coldplay,9,0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,0BCPKOYdS2jbQ8iyB56Zns,307880.0,4.0
639,Crosswords,Olivia Dean,32,0.645,0.255,11.0,-10.581,1.0,0.0545,0.589,0.0,0.174,0.406,94.973,094OGVJzllUzmdLvA31GqU,153446.0,4.0
3344,Turns Out,Liang Lawrence,3,0.469,0.375,0.0,-11.608,1.0,0.0361,0.859,1.63e-06,0.135,0.5,69.446,5mZcX0MLpOepdFhdB78mrU,191999.0,4.0
2667,Round & Round,Avery Lynch,12,0.5,0.232,2.0,-12.241,1.0,0.0466,0.914,1.32e-06,0.195,0.227,114.675,5PDbDbC8R93Q9DmzWYXMsw,168000.0,4.0
3042,Superspreader,Ber,3,0.647,0.368,5.0,-10.755,1.0,0.0393,0.709,4.75e-06,0.13,0.53,124.979,7FaIUgTqeTJuoCJRDVsrK9,200707.0,4.0
316,Best Part of Me,Caleb Hearn,2,0.371,0.226,0.0,-9.057,1.0,0.03,0.675,0.0,0.108,0.222,99.764,5nRTMvaTOkKxxAy5F8RmeB,139595.0,4.0
3620,Witness - feat. Rajiv Dhall,Rosie Darling,4,0.464,0.256,2.0,-10.456,1.0,0.0589,0.742,0.0,0.102,0.097,119.604,3zC3W1qHKdfPIjRbjnn56W,213133.0,5.0
