,trackName,artistName,count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
3075,Take Me Back,BEXY,1,0.654,0.275,3.0,-13.044,1.0,0.0301,0.821,0.0,0.106,0.131,109.94,0r6ccEU9IVpXTUG6CLdDNX,200542.0,4.0
369,Bloom - Bonus Track,The Paper Kites,30,0.591,0.416,1.0,-9.794,1.0,0.0246,0.882,0.000641,0.112,0.415,96.003,1HMQmOWrkieKYWlFsjUP3D,210080.0,4.0
373,Blue Eyed Baby,ashton arbab,5,0.481,0.254,9.0,-6.626,1.0,0.033,0.933,0.0,0.107,0.275,117.041,24UUkJmkxXl1LUzhczL5YA,121271.0,4.0
4259,we'll be fine,Luz,2,0.505,0.122,11.0,-12.599,1.0,0.0527,0.9,0.0,0.0893,0.372,102.607,7FdvD8jMcvUW5xbxSsQTA8,296560.0,4.0
1569,Idle Sympathy,Bella Porter,5,0.324,0.0566,8.0,-20.033,1.0,0.0326,0.98,0.00151,0.104,0.0869,72.73,0pL6NVMTTthItYxz7KW1NJ,161030.0,3.0
1555,I'm Still Lonely,Charlie Pittman,11,,,,,,,,,,,,,,
3573,Who's She,Eloise,2,0.491,0.224,5.0,-12.679,0.0,0.0543,0.837,3.68e-05,0.138,0.227,116.604,3pI8TbWSxbV3PrpFICycpb,199400.0,4.0
4104,pass you by,Alaina Castillo,27,0.511,0.355,11.0,-6.883,1.0,0.0287,0.892,0.0,0.133,0.453,141.802,6idG4unPt6ROA9BSusQ9Me,245946.0,4.0
4254,warm blood,flor,2,0.561,0.786,3.0,-4.791,1.0,0.0292,0.0119,0.00217,0.0798,0.465,142.088,6Rp79bGrzD8cWUGE1eiL8s,247414.0,4.0
3305,To the Mountains,Lizzy McAlpine,24,0.461,0.147,4.0,-14.022,1.0,0.033,0.918,0.000638,0.0846,0.267,78.809,4jLxibvYRtzEAiTDvbL9fO,193800.0,1.0
1576,If I Had Stayed,Gatton,14,0.507,0.167,11.0,-12.95,1.0,0.0411,0.829,0.0,0.363,0.194,102.993,5wWQWPXrFhGcs1qCZtSA8D,131642.0,5.0
3404,Vienna,Eleni Drake,3,0.633,0.0881,10.0,-19.054,1.0,0.0528,0.926,0.00114,0.113,0.271,112.786,3ikdwkWiegWXB08gyAr3mt,214513.0,4.0
1774,Lately I've Been Sad,Lilacs.,18,0.74,0.35,9.0,-15.925,1.0,0.0493,0.354,0.00384,0.406,0.649,140.032,0unNb2KapPP7jv0QQzC7x4,182571.0,4.0
516,Cellophane,Sydney Rose,4,0.441,0.23,7.0,-13.624,1.0,0.0515,0.673,1.12e-05,0.197,0.149,156.962,2mRTRt12sNxX8R1xsvJmq4,197547.0,4.0
49,405,Gracie Abrams,15,0.568,0.324,0.0,-12.641,1.0,0.0855,0.869,4.16e-06,0.104,0.269,141.795,10aiqU1b6yK8zm4jOnQsA7,181900.0,4.0
1985,MISC.,Anthony Amorim,1,0.538,0.192,2.0,-10.731,1.0,0.0429,0.829,0.0,0.277,0.277,112.597,2L8lVlsIAC5ajX8jgLlLUg,165539.0,3.0
223,As a Child,Madeline The Person,2,0.507,0.266,7.0,-10.328,1.0,0.0344,0.93,8.78e-05,0.0984,0.268,126.231,2EX5zYrsrFWFPukAxfQ8Iv,190960.0,3.0
567,Closure,Hayd,4,0.692,0.107,2.0,-16.182,1.0,0.0463,0.967,0.0,0.302,0.377,123.999,3pt2acuxLXvIGproniPoq9,196277.0,4.0
560,Clockwork,Sophia James,2,0.55,0.379,1.0,-11.513,1.0,0.0303,0.78,0.0116,0.121,0.352,90.044,3DGJy61ZQHZJTfPtnMlU3Z,162600.0,3.0
2814,Silver & Gold,WILD,8,0.472,0.523,0.0,-6.223,1.0,0.0331,0.0271,0.0,0.091,0.583,173.918,59A9K2G7qofpffWeT9p1hA,180000.0,4.0
3272,Through,Joel Ansett,5,0.626,0.445,1.0,-10.483,1.0,0.0276,0.391,0.0947,0.0881,0.367,134.991,4HnuYwZ4OqI0RfRFrYwMqx,208867.0,4.0
2491,Pictures of You,Jolé,4,0.532,0.233,1.0,-13.791,1.0,0.0283,0.956,0.000643,0.0971,0.283,96.106,6V07PuGBSy1QzmsdtkHC99,203174.0,4.0
4160,snail / alwase,Sadurn,1,0.579,0.232,2.0,-12.289,1.0,0.039,0.985,0.0838,0.327,0.127,131.873,2jQAEKNzobDjVQmQAa2tez,126146.0,4.0
1572,If I Could,Noah Ransom,8,0.761,0.453,9.0,-10.579,0.0,0.0377,0.571,2.97e-06,0.56,0.492,132.028,0DGiIOrBx8pr29wR69SUOW,158571.0,4.0
983,Fireflies,Owl City,3,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,3DamFFqW32WihKkTVlwTYQ,228347.0,4.0
53,511. Why Did You Marry That Person?,Freakonomics Radio,1,,,,,,,,,,,,,,
190,Another Round,Elina,30,0.702,0.181,2.0,-12.484,1.0,0.0386,0.826,0.0,0.0792,0.303,117.818,6K45xzUFGraTe7RJpe87sJ,181711.0,3.0
3874,erase me,Lizzy McAlpine,2,0.415,0.45,6.0,-8.529,0.0,0.0599,0.578,2.82e-05,0.155,0.305,93.17,4R2DDseYW2tsmMhvdQQ2Po,214468.0,4.0
2242,No Fun,Novo Amor,2,0.584,0.151,11.0,-14.161,1.0,0.0337,0.912,0.698,0.109,0.286,127.076,6IGq3RtjQ7o25MvImbKzRQ,211500.0,4.0
4282,wish I didn't know you,shy martin,17,0.45,0.352,9.0,-8.998,1.0,0.0364,0.672,0.0,0.099,0.244,160.889,6AQx8XPDGpyS4EAuKx2wZH,173203.0,3.0
325,Better Now,Evann McIntosh,3,0.546,0.22,0.0,-13.062,1.0,0.0429,0.511,5.64e-05,0.203,0.198,90.017,0BL2BPxS91y6O9i0bNGtSH,162667.0,4.0
2370,Only Know How to Love You - with Annika Bennett,Jordy Searcy,7,0.739,0.311,4.0,-9.166,0.0,0.0648,0.839,1.68e-05,0.112,0.295,140.031,5pqVztxO7Yt3dkKS899UKQ,180888.0,4.0
2723,Say (feat. Jake Meadows) - Acoustic Version,Ruel,3,0.539,0.19,9.0,-9.916,0.0,0.0401,0.951,0.0,0.112,0.179,114.225,0Vno3awyLj68OngqQmHcOt,238435.0,3.0
3012,Stuck With You - Acoustic,Anthony Amorim,2,0.582,0.202,9.0,-16.389,1.0,0.104,0.731,0.0,0.116,0.459,91.128,6w9l2QP8IGRUP5yOh4M3Jp,170910.0,4.0
1919,Love Brought Weight,Old Sea Brigade,3,0.366,0.327,7.0,-15.603,1.0,0.0344,0.699,0.363,0.0759,0.066,116.66,66deoxrDAEK7Qg1p0Vioxe,185747.0,4.0
2710,Same Room,JP Saxe,7,0.455,0.386,7.0,-10.883,1.0,0.0675,0.623,0.0,0.102,0.418,134.093,48yUhAZGJb5WGSclZK1RAF,233466.0,4.0
2495,Pineapple,The Careful Ones,10,0.538,0.215,2.0,-16.926,1.0,0.0322,0.911,0.000463,0.362,0.377,150.071,70WsODyKK2G9ZsMYHyl23M,179200.0,4.0
3915,got me thinking,shy martin,2,0.506,0.294,0.0,-11.612,1.0,0.0296,0.864,3.04e-06,0.0928,0.169,109.255,5UsX5Wxh6Xg5NBN15qhccw,223237.0,4.0
194,Ant Pile,Dominic Fike,1,0.8,0.733,0.0,-4.402,1.0,0.0517,0.0699,0.000801,0.439,0.921,124.986,6OrCWnvAja4n5IYdzchJlH,126232.0,4.0
1925,Love Is Just a Way to Die,I Am Strikes,2,0.437,0.451,11.0,-9.052,1.0,0.0298,0.118,4.11e-06,0.092,0.188,74.01,6AGaZo5mCLUhKMcOx2UlcS,252967.0,4.0
2675,Run Awhile,badly,3,0.618,0.613,3.0,-8.787,1.0,0.0506,0.624,0.0,0.172,0.38,134.944,6Y9bPmm2jp7StxAiDHCFhv,200946.0,4.0
1184,Hailey,WRENN,17,0.656,0.436,2.0,-10.382,1.0,0.0542,0.424,0.000114,0.111,0.111,97.881,1bQ5gQOyzWbPl6TXFuvi8z,167463.0,4.0
886,Every Time,Aaron Percy,2,0.544,0.28,4.0,-11.353,0.0,0.0457,0.797,0.00952,0.173,0.311,124.099,7ooqbpM373zl6JyNeQFuLG,179112.0,4.0
1964,Loving & Losing,Delaney Bailey,21,0.462,0.0451,0.0,-22.678,1.0,0.0464,0.985,0.000403,0.0934,0.287,69.845,4pJ8QXcEUZO2EQlfeqBKzN,184972.0,4.0
1491,I Think I,Ben Kessler,55,0.557,0.487,3.0,-10.003,1.0,0.0405,0.437,0.00987,0.167,0.504,158.877,4v7shHT3eXpvBoG5k2OMIM,169412.0,3.0
2493,Pieces,Olive James,5,0.627,0.355,4.0,-9.588,1.0,0.0354,0.782,0.000547,0.0975,0.133,119.838,47u0UNOtYtUsCoLc98ihQX,214116.0,4.0
350,Black Coffee - Unplugged,Ryan Warnick,4,0.757,0.0292,7.0,-18.343,1.0,0.075,0.858,0.0,0.108,0.346,84.374,4HjNEDdzQo4gkQYiSI1tuv,184957.0,4.0
4209,the stars,Chelsea Cutler,10,0.561,0.376,11.0,-11.617,0.0,0.0448,0.58,0.131,0.125,0.241,129.55,6P93dZRSA9xKTrFUkZwGS7,173120.0,4.0
4257,we fell in love in october,girl in red,1,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96,6IPwKM3fUUzlElbvKw2sKl,184154.0,4.0
2977,Still Something,Suriel Hess,3,0.697,0.402,11.0,-7.576,1.0,0.0398,0.533,0.0,0.0919,0.291,134.94,1ZpcmirRaGcNWhvhkg3nYX,188950.0,4.0
2236,Nirvana,ELLIANA,6,0.479,0.402,4.0,-9.573,1.0,0.0311,0.321,4.11e-05,0.116,0.153,134.035,11VPN6SfBRRmF2fESXlNep,266036.0,4.0
1295,"Hey, Soul Sister",Train,12,0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,4HlFJV71xXKIGcU3kRyttv,216773.0,4.0
3505,What Would I Do Without You,Drew Holcomb & The Neighbors,9,0.602,0.336,8.0,-11.106,1.0,0.0369,0.883,0.0017,0.143,0.335,90.894,11TK5KLtLZUdKr1C549bAw,172213.0,4.0
2937,Standing in the Rain,The Paper Kites,8,0.373,0.162,6.0,-16.539,1.0,0.0329,0.737,0.0381,0.112,0.351,81.438,5S4pAZfIugwULt49eneojF,221760.0,3.0
722,Dial Drunk,Noah Kahan,1,0.667,0.613,8.0,-7.147,1.0,0.0313,0.121,0.0,0.113,0.681,112.046,22VHOlVYBqytsrAqV8yXBK,213817.0,4.0
3908,glued to the floor,shy martin,14,0.591,0.316,11.0,-11.685,1.0,0.0435,0.85,0.0648,0.122,0.385,80.41,7h35wSYNVXTtcy2Dv1n4mQ,138954.0,4.0
3536,When You Love Someone,James TW,12,0.681,0.453,7.0,-6.09,1.0,0.0278,0.263,0.0,0.0543,0.348,125.772,0TXNKTzawI6VgLoA9UauRp,216560.0,4.0
4087,"oh, mexico",Jeremy Zucker,3,0.558,0.35,8.0,-13.244,1.0,0.0839,0.874,0.246,0.378,0.376,78.045,3dT28suh6dzuW7qF79Nf4F,184480.0,4.0
3114,Tell Me That You Love Me,James Smith,23,0.537,0.319,6.0,-8.749,1.0,0.0361,0.408,0.0,0.11,0.312,143.897,0n3pKT2HiMJGxoAYgyezBV,194659.0,4.0
2598,Red Eye,Vance Joy,19,0.535,0.542,9.0,-7.436,1.0,0.0288,0.0418,0.0,0.158,0.129,115.554,2yGxX67YzZWlNni7kSthlm,303827.0,4.0
1736,Kill Bill,SZA,4,0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,153947.0,4.0
4001,ilym (feat. ROSIE),John K,17,0.261,0.277,1.0,-8.143,0.0,0.031,0.572,1.4e-06,0.0859,0.0617,179.077,6iT0ZdQcHwzQDNcAC2oDKX,236082.0,3.0
3737,a message to that girl i fell in love with.,bloody white,5,0.373,0.0293,8.0,-21.811,1.0,0.0396,0.942,1.83e-05,0.131,0.15,140.875,4ulnj9i9nQAcMRbWxBOXlh,133714.0,4.0
202,"Apart From, a Part Of, You.",Mon RovÎa,2,0.559,0.295,2.0,-9.533,0.0,0.0353,0.953,0.000736,0.116,0.246,142.428,4hck7P3HkjRLZC2jiYNIak,136021.0,4.0
115,Alexandria (Slowed),myclownshoes,5,0.852,0.142,1.0,-17.346,0.0,0.0405,0.847,0.000619,0.142,0.257,100.017,3gCUAa67kcVxX7Mt24ZPhN,154096.0,3.0
1599,Immune,Jensen McRae,5,0.545,0.365,6.0,-8.97,1.0,0.0396,0.136,4.86e-06,0.201,0.233,150.125,3b9xmyHRcolDEoaECLJ3OF,210166.0,4.0
3484,What Am I Gonna Do On Sundays?,Olivia Dean,4,0.526,0.484,10.0,-8.817,1.0,0.0414,0.266,1.45e-06,0.104,0.177,135.537,0WttB2xYS66VopJmwD1UzF,209213.0,4.0
4267,what a shame,Lizzy McAlpine,6,0.657,0.427,10.0,-10.658,1.0,0.0376,0.907,0.137,0.117,0.374,156.012,4kevrm6eqiUXb3D5mRDSOB,168023.0,4.0
664,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,8,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,220800.0,4.0
2514,Playing God,Victoria Bigelow,4,0.523,0.338,9.0,-11.822,1.0,0.0278,0.78,4.75e-05,0.114,0.338,137.953,3NyBkDYStDYvYR9JNLk3CM,176464.0,4.0
1608,In Love Now,Kallista Rowan,5,0.49,0.216,1.0,-8.119,1.0,0.0325,0.792,0.0,0.0997,0.068,105.614,2FV0C1Ki4gnDal2YyMPHcC,241990.0,4.0
4187,sydney,Julian,14,0.602,0.337,4.0,-10.297,1.0,0.034,0.716,0.0,0.423,0.409,119.862,3SiOCW1uoiphgeXK3oo36Y,204949.0,3.0
3627,Work Off My Hurt,Havelin,25,0.499,0.515,5.0,-5.735,1.0,0.0273,0.23,5.36e-06,0.112,0.36,80.913,1nYHyUuu1CorqO4X0a31d1,218965.0,4.0
3619,Witness,Rosie Darling,25,0.431,0.305,2.0,-9.761,1.0,0.0628,0.895,1.66e-06,0.0981,0.206,174.365,1DsVpqnIPZCV1YKdMragRL,235067.0,3.0
1958,Lovely Days,Angus Maude,1,0.929,0.373,0.0,-10.346,1.0,0.0603,0.507,0.000528,0.0693,0.288,109.976,798HihEyRE15wAZPnsP4pF,194727.0,4.0
1724,Kaleidoscope Tears,Erez Zobary,2,0.492,0.166,5.0,-13.532,1.0,0.0298,0.88,0.00428,0.115,0.0693,75.062,6C6t7mALKeKEaJwS5SLl6n,124630.0,4.0
1144,Good Mourning,Sophie Holohan,19,0.375,0.173,0.0,-12.099,1.0,0.0364,0.888,0.0,0.121,0.362,171.633,56Bdgw0WJk98bxa2pOMgMB,186628.0,3.0
217,Arms,The Paper Kites,28,0.41,0.141,2.0,-18.564,1.0,0.0337,0.931,0.0898,0.118,0.239,149.884,4EXvl9cypQrKVYwabqd1EY,203560.0,4.0
3732,a boy named pluto - acoustic,Hailey Knox,3,,,,,,,,,,,,,,
3499,What Is Life - 2014 Remaster,George Harrison,1,,,,,,,,,,,,,,
4309,Älskar,Nina Nesbitt,3,0.304,0.522,10.0,-7.62,1.0,0.0478,0.148,0.000111,0.179,0.269,127.382,3QAPr4kyuBXdg26v2O1oiv,181507.0,5.0
4300,you were good to me,Jeremy Zucker,39,0.561,0.0848,2.0,-15.099,1.0,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4CxFN5zON70B3VOPBYbd6P,219147.0,4.0
2322,Oh Well,Hudson Freeman,3,0.484,0.0308,2.0,-18.219,1.0,0.0368,0.913,0.000452,0.0733,0.149,77.728,4PpkjHkNkcYpLY5HNIJodN,225302.0,4.0
3286,Time After Time - Spotify Singles,Lennon Stella,4,0.647,0.4,0.0,-9.449,1.0,0.0292,0.514,0.000719,0.0846,0.417,127.989,6vQCNDNbA0DQoSPftbzS1W,219648.0,4.0
4061,multiverse,Maya Manuela,2,0.601,0.291,0.0,-11.552,1.0,0.0339,0.391,0.0,0.307,0.23,92.997,5SNrF8sTUjkyliM7ZLhUtN,179225.0,4.0
3662,You & I,One Direction,4,0.574,0.329,1.0,-6.829,1.0,0.0274,0.22,0.0,0.0986,0.356,130.993,2afCBiru10AFckfOa49wIa,237933.0,4.0
1047,Free,Carol Ades,1,0.645,0.777,5.0,-5.864,1.0,0.062,0.0634,0.000649,0.0745,0.348,113.94,2wZhh84WylENwS23foVHkF,226157.0,4.0
1882,Long Sleeves,Gracie Abrams,15,0.45,0.25,10.0,-9.155,1.0,0.0353,0.815,5.94e-05,0.108,0.112,114.011,3wIRxCIGmdxld4ZC6yShZ9,218440.0,4.0
610,Concrete,Ben Kessler,17,0.578,0.459,0.0,-9.926,1.0,0.127,0.381,0.0247,0.231,0.344,92.067,7HGwpUzbvszA3q7pnokHkY,152051.0,4.0
4108,pennies (voice memo),Tiny Habits,7,0.574,0.204,4.0,-8.752,1.0,0.0383,0.928,0.0,0.0912,0.349,98.287,6Ge2YQyGilk3PFGVzhyNgb,182757.0,4.0
2566,Pyjamas (feat. Remi Wolf),Benny Sings,1,0.906,0.462,7.0,-9.486,1.0,0.096,0.172,0.0875,0.136,0.696,97.085,3Q8SnMp3lhGGoIJBDmYRPa,168240.0,4.0
980,Fiona,Jackii Kennedy,1,0.9,0.3,9.0,-11.244,1.0,0.0539,0.402,0.0,0.254,0.646,118.011,6CUzT5nLQZOHdywnogILPl,179711.0,4.0
2879,Somebody Else,D at Sea,2,0.892,0.303,9.0,-11.995,1.0,0.0959,0.768,0.00404,0.113,0.37,108.062,0GkQSHsHQ0OHgvGRXH6yJv,144444.0,4.0
2614,Remember you were the one,shy martin,2,0.633,0.566,0.0,-7.198,0.0,0.0316,0.221,1.52e-05,0.108,0.586,159.993,5a8cdHhMQ6zaQTjiUMFC4N,172017.0,4.0
1522,"I miss you, I’m sorry",Gracie Abrams,37,0.445,0.455,7.0,-6.405,1.0,0.0575,0.731,1.47e-06,0.124,0.151,109.885,4nyF5lmSziBAt7ESAUjpbx,167538.0,5.0
544,Chicago,McKenna Breinholt,5,0.575,0.348,4.0,-9.972,1.0,0.0309,0.659,0.000322,0.0847,0.208,119.901,6Y8NVhHbZbr6Uf4XIpF1VR,257559.0,4.0
2878,Somebody,Sigala,4,0.679,0.849,0.0,-3.841,1.0,0.0649,0.0916,0.0,0.121,0.683,100.095,6iMoJ3UdrO2ZjzzcaN8Eom,238667.0,4.0
2149,Mum,Luke Hemmings,3,0.331,0.438,3.0,-6.671,1.0,0.0338,0.108,0.000129,0.144,0.0641,144.185,3dSkr1cDkKdSZDYCTrnFKf,230143.0,4.0
3312,Tonight,Peter McPoland,1,0.484,0.942,7.0,-3.052,1.0,0.106,0.0022,0.0,0.356,0.448,157.014,03aXoiwsFCXxgYuoStgwJj,210667.0,4.0
2148,Muffin,KIITA,1,0.608,0.285,1.0,-10.733,1.0,0.0328,0.824,4.94e-06,0.0839,0.39,126.019,5cUy8nNa0g2AZO16ch4hBv,160093.0,4.0
3677,You Can Only Go in Pieces,Shua,3,0.412,0.365,7.0,-10.818,1.0,0.0458,0.894,2.51e-06,0.459,0.171,108.649,4GOlix5rBWcHrndmUObqi1,226527.0,3.0
2299,November Son,boy cam,4,0.7,0.21,1.0,-16.648,1.0,0.0368,0.925,0.00648,0.371,0.355,119.949,1oyqVsLk6KU6B1m7ueApQ5,238489.0,4.0
2347,On God,COTTA,1,0.527,0.15,11.0,-13.623,1.0,0.0429,0.923,0.0,0.132,0.374,98.032,2GvBduMjZndJ2sM5eV7UVi,103000.0,1.0
3784,break up with a friend,BLÜ EYES,6,0.46,0.359,2.0,-11.557,1.0,0.0448,0.837,8.25e-06,0.13,0.367,103.374,4dJqVb7D2JLgQlC8ywAgOL,171230.0,3.0
1680,Jealous of Paris,Haley Joelle,31,0.349,0.337,3.0,-9.267,1.0,0.0507,0.838,1.57e-06,0.196,0.442,181.694,2bS4tGfbBQ7Psy1NjzruK0,141639.0,3.0
624,Counting Stars,OneRepublic,8,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.118,0.477,122.016,2tpWsVSb9UEmDRxAl1zhX1,257267.0,4.0
128,All I Want,Kodaline,36,0.188,0.411,0.0,-9.733,1.0,0.0484,0.174,0.153,0.0843,0.159,187.376,0NlGoUyOJSuSHmngoibVAs,305747.0,3.0
3244,Things I Say When You Sleep,Nina Nesbitt,6,0.502,0.243,4.0,-12.503,0.0,0.14,0.727,0.0,0.292,0.143,77.329,4gn69WfAgLUI2yl8U4Prjd,216160.0,5.0
2624,Retail Therapy,ROSIE,2,0.441,0.377,1.0,-9.539,1.0,0.0905,0.841,0.0,0.0751,0.266,78.215,2CR1bnF6vG4FLV39Ns9Wfk,181693.0,4.0
2994,Straight into Your Arms - Bonus Track Version,Vance Joy,1,0.645,0.557,7.0,-5.883,1.0,0.0329,0.224,0.0,0.374,0.461,100.026,1ueeLdAauagzEJ9coJQMYt,217156.0,4.0
939,False Art,Ben Kessler,60,0.588,0.402,2.0,-11.551,1.0,0.172,0.668,6.77e-06,0.33,0.267,91.257,5eBZPQjBjCRXKsu9DnfS21,183454.0,4.0
631,Crashing into You,Vance Joy,5,0.679,0.639,7.0,-4.979,1.0,0.0251,0.535,0.000577,0.0795,0.315,104.998,17FEpCqKLVOIMHp35sUIlg,188133.0,4.0
66,A Change Is Gonna Come,Sam Cooke,1,0.212,0.383,10.0,-10.071,1.0,0.0347,0.723,0.0,0.299,0.452,173.79,0KOE1hat4SIer491XKk4Pa,191160.0,3.0
1475,I Melt with You,Modern English,1,0.541,0.81,0.0,-11.745,1.0,0.0367,0.000975,0.00158,0.0681,0.647,155.582,6J2rMSRhgb4HuX6dWgM3nJ,251573.0,4.0
2488,Picture Perfect,Jolé,11,0.414,0.296,7.0,-13.036,1.0,0.0329,0.908,0.0746,0.207,0.378,152.178,6vCMEKOIRVGKIgfVPSh32R,174467.0,4.0
1649,Is She Gonna Be There?,Violet Skies,22,0.441,0.374,8.0,-9.575,1.0,0.0474,0.469,0.0,0.118,0.429,82.002,6vLeZI8HlkmIrZ4BGoLAbi,180631.0,3.0
1832,Like A Stone,I Am Strikes,14,0.441,0.312,9.0,-10.201,1.0,0.0319,0.833,0.0015,0.0704,0.223,145.348,4baptMzPd2O64bLUe2m1Al,303905.0,4.0
3882,fall out of love,Frida Nustad,1,0.66,0.288,4.0,-8.504,0.0,0.0384,0.881,0.0,0.0825,0.149,119.87,0eGUvanLnOcmnfSnA9X5Fr,220916.0,4.0
1466,I Like You,Olive James,13,0.669,0.384,9.0,-9.584,1.0,0.0383,0.793,1.71e-06,0.139,0.608,100.873,25oLT3AEPt3XYPd9UJrqO2,142176.0,4.0
2118,More Like You - Piano Version,Orla Gartland,1,0.804,0.214,2.0,-11.347,1.0,0.0484,0.964,0.0,0.124,0.294,123.968,64dZzOERFpgQBIqBkOpvQr,200225.0,4.0
3351,Two Punks In Love,bülow,32,0.498,0.418,0.0,-6.294,1.0,0.0539,0.881,0.0,0.113,0.796,190.078,4dIPtEnmudhZPD8MsAtzSK,195347.0,4.0
1657,It Hurts Too Much To Speak,Lina Cooper,2,0.447,0.421,2.0,-10.907,1.0,0.0314,0.723,1.39e-06,0.113,0.123,144.097,1UlxaIu70eSC0AjpiCUDdw,105445.0,4.0
2631,Rich Boy,Sara Kays,2,0.5,0.46,7.0,-8.707,1.0,0.0766,0.709,0.0,0.0883,0.519,106.981,6fAF2lOiZ86UNlY1Nth9tW,177264.0,4.0
3722,Yours,Evann McIntosh,13,0.45,0.179,0.0,-10.996,1.0,0.0331,0.917,0.0,0.0969,0.262,66.223,5nvBJUUseknA9qd9K0eGKU,286407.0,4.0
4085,ocean,Eve Christina,1,0.611,0.39,1.0,-14.758,1.0,0.137,0.806,0.0,0.0985,0.387,149.87,5OPqa5MKwBIHtBJl1fNqGl,139195.0,4.0
655,Crying Over You,The Band CAMINO,13,0.463,0.411,11.0,-8.25,1.0,0.0414,0.679,0.0,0.0453,0.163,147.3,53bCcVMGv0S2aIYvfju2Tt,178950.0,4.0
